petal_size,sepal_size
11.323483685563534,13.866161314601005
9.265841608434716,13.443413601502218
14.32994391517275,7.956199558517603
11.883901977683092,7.658534107521188
9.957722160371432,12.273534875602246
11.874465854197416,13.237838548015896
11.054346640185594,8.346458322120055
9.925010361127422,9.631404839077337
6.723305561775902,12.91052608289124
1.7547027950718903,4.922297552367944
2.5376079205148603,2.3927440864254024
0.8282640892586096,2.570578864513068
14.173080875838036,9.03309241750231
2.8166071010343283,2.2191162318608018
8.615215401521048,12.961167138021588
12.876543346581766,8.387601348446907
14.08781071933008,6.681777438253116
2.590593188232334,2.042033343203456
3.3205727560044287,4.3409777878342215
3.325535329705019,2.207371032078435
10.017734290920627,9.495276240319582
9.20235231794508,13.789553601325125
10.474434575888745,13.037909825595824
11.454578956277908,8.760015065914612
11.035651713665736,9.707045778330041
13.468979608436303,8.432723569795643
14.407983870774489,8.681453041655669
11.494149424979206,12.355698686748154
11.886857832118295,8.131769779648028
8.54247125299106,13.304366161536324
13.86822338986442,9.450885427414097
10.494685626312842,12.563987093948583
10.165232906126885,13.23462868403739
12.320392168709585,9.30666118722897
0.9582559979119613,4.440982692294218
9.268938910278706,13.974153487805706
0.613606632375815,2.762903927534853
2.1759828009921014,2.4273858915067
13.13205460390658,9.469398235141265
6.8774010959462615,12.216809551606392
6.7091013495032765,13.606929505395382
7.859067714452973,11.590012810104822
13.93439551411999,7.802096673384424
3.1779707188875497,4.778292771727213
10.716580253012005,7.788269986937611
13.77533011733767,6.511048565267945
13.637270550785427,9.247999761269892
11.975187574319385,13.55336095605023
10.688771804496064,13.259968149333002
9.032619388471925,11.006406956184382
1.890795204797798,1.952017684486275
13.62193501119621,7.3816964924919155
9.033252265238918,11.709928051118478
1.7521834914976808,3.9927697557283053
2.0014645707335745,4.350695358256969
12.41120735763051,7.6329352582614485
9.55202010599899,7.4192668416276915
0.7820425601808255,2.472450462104023
14.900081073258349,9.447682107998293
7.403110385437207,13.654005530920234
14.950355275674848,6.679671762310958
7.211368029043682,12.499429645710377
2.447172427711985,2.2040520197781386
2.5077360634518975,3.8096308128150094
1.3494344611689182,4.164359524790441
14.656144049331587,7.191636996924321
11.693156584059997,9.136006406608509
6.861634342045574,12.460584772160933
6.565395334363328,13.52688122125198
9.547429952216282,6.967381630200483
8.778892240490743,13.084063379341192
2.4698601122386656,3.9173339440006107
2.5143584675662853,3.4521475846506697
10.771188472206529,12.800065222213105
2.0651552408250025,2.3608799812305543
10.883210177692675,13.649337864359051
8.152376840343834,11.247415288713725
10.618908198812173,6.7392132474076
11.004847853533235,11.77577366771955
6.697118989622944,13.095479213661443
14.323459378313448,8.536151561650701
6.685408088679154,12.760366072890392
11.84422267849129,13.477135096289013
10.01269040364811,11.86124160247129
9.898516683335485,13.835573814450116
10.403514613017641,7.225236837107122
7.291462137483288,12.58108089252449
11.190561214156094,9.626856685721918
2.7675102366811806,2.0518379134163993
11.742982748446298,12.398799972730062
1.1496332954832775,3.7750035427521396
12.903565032575674,8.76851713908623
14.47154313035144,9.349501252465808
11.823916694191109,7.9651071980302826
1.3754649625283335,4.694549115086193
14.241943057864972,6.899249703545703
1.7487842631520882,2.669486302241416
7.890598555328922,11.848183283803426
12.644919751633672,6.858013335305438
3.247426627121984,4.205133092307104
0.9943818297754865,4.005909705091444
7.144658768805938,12.32540628095045
7.914027153347032,13.125296909958868
8.740865433307938,11.773457128193066
1.4977409509151196,3.600713556326205
2.7555443383565947,4.053348743120223
7.5318282909074465,12.998949651662745
8.741174536219862,13.463896445690864
3.016997006370347,3.167686092769854
2.769025642374218,2.1269686189602375
1.6141516856836275,3.6559577205695613
10.574263719454333,7.7843838668804
0.7005849030447123,3.498200748534893
11.17053706315778,9.648554019145646
2.78267671481965,4.675145982642187
1.9233995716967516,2.5873695346270305
0.614711769389105,4.914401331274547
14.313587104753255,8.905815847239708
2.3710395154100596,4.057100179910419
9.782007945921952,7.450448728770788
6.65767207167022,12.697742406078667
14.77904976084252,8.255355173891267
0.9119727319458603,1.821480994144713
11.81347258519279,11.255443552098736
6.922171645939919,13.145625345717129
13.47212239532661,7.120899890291121
0.8321236901759553,4.225467225796917
13.31180865813953,6.612969196367509
11.057459798335955,9.447927277297676
3.432541567325469,4.039458717860774
3.1052085629970554,2.7456943617008274
1.1827809414225836,4.005387173861072
13.304083267362744,8.53524543385145
2.5814198101937147,3.6411734307421653
2.9799386818414035,3.6626275950454414
0.7562003105775774,4.810232243703526
0.9281834167434392,4.566123333260986
8.237546757517068,13.661626287991579
10.581477557997054,8.47163650061278
8.962531997415777,12.029344869170586
2.010805019490709,2.8556033754915764
2.7927949375374372,3.9693620300961725
8.833602041069799,13.065360651088547
6.782265512415842,12.669275425928095
2.0629051884194274,4.866827308114028
1.6188942463194262,2.741463587433561
8.23730954992416,13.328889144434505
13.05709237448669,7.805990546864733
10.758938998787906,8.492964549081536
12.088306553305053,8.16849089615107
